app_download,population,city,state,date,post,treated,app_per_pop
557,1223237,Delaware,Delaware,2022-05-30,1,0,0.000455349208697906
576,1223237,Delaware,Delaware,2022-05-31,1,0,0.000470881766983831
376,1223237,Delaware,Delaware,2022-06-01,1,0,0.000307381153447778
389,1223237,Delaware,Delaware,2022-06-02,1,0,0.000318008693327622
220,1223237,Delaware,Delaware,2022-06-03,1,0,0.000179850674889658
284,1223237,Delaware,Delaware,2022-06-04,1,0,0.000232170871221194
175,1223237,Delaware,Delaware,2022-06-05,1,0,0.000143063036844046
435,1223237,Delaware,Delaware,2022-06-06,1,0,0.000355613834440914
312,1223237,Delaware,Delaware,2022-06-07,1,0,0.000255060957116242
300,1223237,Delaware,Delaware,2022-06-08,1,0,0.000245250920304078
326,1223237,Delaware,Delaware,2022-06-09,1,0,0.000266506000063765
152,1223237,Delaware,Delaware,2022-06-10,1,0,0.0001242604662874
91,1223237,Delaware,Delaware,2022-06-11,1,0,7.43927791589038e-05
164,1223237,Delaware,Delaware,2022-06-12,1,0,0.000134070503099563
299,1223237,Delaware,Delaware,2022-06-13,1,0,0.000244433417236398
348,1223237,Delaware,Delaware,2022-06-14,1,0,0.000284491067552731
226,1223237,Delaware,Delaware,2022-06-15,1,0,0.000184755693295739
269,1223237,Delaware,Delaware,2022-06-16,1,0,0.00021990832520599
252,1223237,Delaware,Delaware,2022-06-17,1,0,0.000206010773055426
115,1223237,Delaware,Delaware,2022-06-18,1,0,9.40128527832301e-05
360,1223237,Delaware,Delaware,2022-06-19,1,0,0.000294301104364894
486,1223237,Delaware,Delaware,2022-06-20,1,0,0.000397306490892607
465,1223237,Delaware,Delaware,2022-06-21,1,0,0.000380138926471322
477,1223237,Delaware,Delaware,2022-06-22,1,0,0.000389948963283485
334,1223237,Delaware,Delaware,2022-06-23,1,0,0.000273046024605207
364,1223237,Delaware,Delaware,2022-06-24,1,0,0.000297571116635615
344,1223237,Delaware,Delaware,2022-06-25,1,0,0.00028122105528201
384,1223237,Delaware,Delaware,2022-06-26,1,0,0.00031392117798922
506,1223237,Delaware,Delaware,2022-06-27,1,0,0.000413656552246212
585,1223237,Delaware,Delaware,2022-06-28,1,0,0.000478239294592953
459,1223237,Delaware,Delaware,2022-06-29,1,0,0.00037523390806524
516,1223237,Delaware,Delaware,2022-06-30,1,0,0.000421831582923015
28,1115932,Utah,Utah,2022-03-01,0,0,2.50911345852615e-05
4,1115932,Utah,Utah,2022-03-02,0,0,3.5844477978945e-06
6,1115932,Utah,Utah,2022-03-03,0,0,5.37667169684174e-06
5,1115932,Utah,Utah,2022-03-04,0,0,4.48055974736812e-06
12,1115932,Utah,Utah,2022-03-05,0,0,1.07533433936835e-05
5,1115932,Utah,Utah,2022-03-06,0,0,4.48055974736812e-06
14,1115932,Utah,Utah,2022-03-07,0,0,1.25455672926307e-05
16,1115932,Utah,Utah,2022-03-08,0,0,1.4337791191578e-05
10,1115932,Utah,Utah,2022-03-09,0,0,8.96111949473624e-06
15,1115932,Utah,Utah,2022-03-10,0,0,1.34416792421044e-05
13,1115932,Utah,Utah,2022-03-11,0,0,1.16494553431571e-05
0,1115932,Utah,Utah,2022-03-12,0,0,0
6,1115932,Utah,Utah,2022-03-13,0,0,5.37667169684174e-06
16,1115932,Utah,Utah,2022-03-14,0,0,1.4337791191578e-05
16,1115932,Utah,Utah,2022-03-15,0,0,1.4337791191578e-05
23,1115932,Utah,Utah,2022-03-16,0,0,2.06105748378933e-05
10,1115932,Utah,Utah,2022-03-17,0,0,8.96111949473624e-06
20,1115932,Utah,Utah,2022-03-18,0,0,1.79222389894725e-05
0,1115932,Utah,Utah,2022-03-19,0,0,0
22,1115932,Utah,Utah,2022-03-20,0,0,1.97144628884197e-05
26,1115932,Utah,Utah,2022-03-21,0,0,2.32989106863142e-05
7,1115932,Utah,Utah,2022-03-22,0,0,6.27278364631537e-06
17,1115932,Utah,Utah,2022-03-23,0,0,1.52339031410516e-05
0,1115932,Utah,Utah,2022-03-24,0,0,0
28,1115932,Utah,Utah,2022-03-25,0,0,2.50911345852615e-05
25,1115932,Utah,Utah,2022-03-26,0,0,2.24027987368406e-05
18,1115932,Utah,Utah,2022-03-27,0,0,1.61300150905252e-05
16,1115932,Utah,Utah,2022-03-28,0,0,1.4337791191578e-05
24,1115932,Utah,Utah,2022-03-29,0,0,2.1506686787367e-05
7,1115932,Utah,Utah,2022-03-30,0,0,6.27278364631537e-06
25,1115932,Utah,Utah,2022-03-31,0,0,2.24027987368406e-05
15,1115932,Utah,Utah,2022-04-01,0,0,1.34416792421044e-05
13,1115932,Utah,Utah,2022-04-02,0,0,1.16494553431571e-05
0,1115932,Utah,Utah,2022-04-03,0,0,0
11,1115932,Utah,Utah,2022-04-04,0,0,9.85723144420986e-06
15,1115932,Utah,Utah,2022-04-05,0,0,1.34416792421044e-05
10,1115932,Utah,Utah,2022-04-06,0,0,8.96111949473624e-06
5,1115932,Utah,Utah,2022-04-07,0,0,4.48055974736812e-06
10,1115932,Utah,Utah,2022-04-08,0,0,8.96111949473624e-06
2,1115932,Utah,Utah,2022-04-09,0,0,1.79222389894725e-06
0,1115932,Utah,Utah,2022-04-10,0,0,0
28,1115932,Utah,Utah,2022-04-11,0,0,2.50911345852615e-05
1,1115932,Utah,Utah,2022-04-12,0,0,8.96111949473624e-07
0,1115932,Utah,Utah,2022-04-13,0,0,0
23,1115932,Utah,Utah,2022-04-14,0,0,2.06105748378933e-05
8,1115932,Utah,Utah,2022-04-15,0,0,7.16889559578899e-06
12,1115932,Utah,Utah,2022-04-16,0,0,1.07533433936835e-05
9,1115932,Utah,Utah,2022-04-17,0,0,8.06500754526262e-06
18,1115932,Utah,Utah,2022-04-18,0,0,1.61300150905252e-05
5,1115932,Utah,Utah,2022-04-19,0,0,4.48055974736812e-06
24,1115932,Utah,Utah,2022-04-20,0,0,2.1506686787367e-05
21,1115932,Utah,Utah,2022-04-21,0,0,1.88183509389461e-05
15,1115932,Utah,Utah,2022-04-22,0,0,1.34416792421044e-05
0,1115932,Utah,Utah,2022-04-23,0,0,0
22,1115932,Utah,Utah,2022-04-24,0,0,1.97144628884197e-05
29,1115932,Utah,Utah,2022-04-25,0,0,2.59872465347351e-05
18,1115932,Utah,Utah,2022-04-26,0,0,1.61300150905252e-05
23,1115932,Utah,Utah,2022-04-27,0,0,2.06105748378933e-05
15,1115932,Utah,Utah,2022-04-28,0,0,1.34416792421044e-05
14,1115932,Utah,Utah,2022-04-29,0,0,1.25455672926307e-05
4,1115932,Utah,Utah,2022-04-30,0,0,3.5844477978945e-06
17,1115932,Utah,Utah,2022-05-01,1,0,1.52339031410516e-05
10,1115932,Utah,Utah,2022-05-02,1,0,8.96111949473624e-06
11,1115932,Utah,Utah,2022-05-03,1,0,9.85723144420986e-06
10,1115932,Utah,Utah,2022-05-04,1,0,8.96111949473624e-06
6,1115932,Utah,Utah,2022-05-05,1,0,5.37667169684174e-06
7,1115932,Utah,Utah,2022-05-06,1,0,6.27278364631537e-06
2,1115932,Utah,Utah,2022-05-07,1,0,1.79222389894725e-06
12,1115932,Utah,Utah,2022-05-08,1,0,1.07533433936835e-05
14,1115932,Utah,Utah,2022-05-09,1,0,1.25455672926307e-05
10,1115932,Utah,Utah,2022-05-10,1,0,8.96111949473624e-06
3,1115932,Utah,Utah,2022-05-11,1,0,2.68833584842087e-06
4,1115932,Utah,Utah,2022-05-12,1,0,3.5844477978945e-06
1,1115932,Utah,Utah,2022-05-13,1,0,8.96111949473624e-07
0,1115932,Utah,Utah,2022-05-14,1,0,0
1,1115932,Utah,Utah,2022-05-15,1,0,8.96111949473624e-07
23,1115932,Utah,Utah,2022-05-16,1,0,2.06105748378933e-05
22,1115932,Utah,Utah,2022-05-17,1,0,1.97144628884197e-05
6,1115932,Utah,Utah,2022-05-18,1,0,5.37667169684174e-06
27,1115932,Utah,Utah,2022-05-19,1,0,2.41950226357878e-05
16,1115932,Utah,Utah,2022-05-20,1,0,1.4337791191578e-05
2,1115932,Utah,Utah,2022-05-21,1,0,1.79222389894725e-06
0,1115932,Utah,Utah,2022-05-22,1,0,0
19,1115932,Utah,Utah,2022-05-23,1,0,1.70261270399989e-05
17,1115932,Utah,Utah,2022-05-24,1,0,1.52339031410516e-05
17,1115932,Utah,Utah,2022-05-25,1,0,1.52339031410516e-05
12,1115932,Utah,Utah,2022-05-26,1,0,1.07533433936835e-05
15,1115932,Utah,Utah,2022-05-27,1,0,1.34416792421044e-05
24,1115932,Utah,Utah,2022-05-28,1,0,2.1506686787367e-05
26,1115932,Utah,Utah,2022-05-29,1,0,2.32989106863142e-05
23,1115932,Utah,Utah,2022-05-30,1,0,2.06105748378933e-05
18,1115932,Utah,Utah,2022-05-31,1,0,1.61300150905252e-05
5,1115932,Utah,Utah,2022-06-01,1,0,4.48055974736812e-06
16,1115932,Utah,Utah,2022-06-02,1,0,1.4337791191578e-05
3,1115932,Utah,Utah,2022-06-03,1,0,2.68833584842087e-06
3,1115932,Utah,Utah,2022-06-04,1,0,2.68833584842087e-06
0,1115932,Utah,Utah,2022-06-05,1,0,0
11,1115932,Utah,Utah,2022-06-06,1,0,9.85723144420986e-06
8,1115932,Utah,Utah,2022-06-07,1,0,7.16889559578899e-06
7,1115932,Utah,Utah,2022-06-08,1,0,6.27278364631537e-06
3,1115932,Utah,Utah,2022-06-09,1,0,2.68833584842087e-06
0,1115932,Utah,Utah,2022-06-10,1,0,0
0,1115932,Utah,Utah,2022-06-11,1,0,0
0,1115932,Utah,Utah,2022-06-12,1,0,0
22,1115932,Utah,Utah,2022-06-13,1,0,1.97144628884197e-05
9,1115932,Utah,Utah,2022-06-14,1,0,8.06500754526262e-06
3,1115932,Utah,Utah,2022-06-15,1,0,2.68833584842087e-06
1,1115932,Utah,Utah,2022-06-16,1,0,8.96111949473624e-07
13,1115932,Utah,Utah,2022-06-17,1,0,1.16494553431571e-05
10,1115932,Utah,Utah,2022-06-18,1,0,8.96111949473624e-06
0,1115932,Utah,Utah,2022-06-19,1,0,0
12,1115932,Utah,Utah,2022-06-20,1,0,1.07533433936835e-05
2,1115932,Utah,Utah,2022-06-21,1,0,1.79222389894725e-06
15,1115932,Utah,Utah,2022-06-22,1,0,1.34416792421044e-05
7,1115932,Utah,Utah,2022-06-23,1,0,6.27278364631537e-06
7,1115932,Utah,Utah,2022-06-24,1,0,6.27278364631537e-06
9,1115932,Utah,Utah,2022-06-25,1,0,8.06500754526262e-06
17,1115932,Utah,Utah,2022-06-26,1,0,1.52339031410516e-05
8,1115932,Utah,Utah,2022-06-27,1,0,7.16889559578899e-06
13,1115932,Utah,Utah,2022-06-28,1,0,1.16494553431571e-05
10,1115932,Utah,Utah,2022-06-29,1,0,8.96111949473624e-06
5,1115932,Utah,Utah,2022-06-30,1,0,4.48055974736812e-06
148,1098357,Tennessee,Tennessee,2022-03-01,0,0,0.000134746717142059
157,1098357,Tennessee,Tennessee,2022-03-02,0,0,0.000142940774265562
72,1098357,Tennessee,Tennessee,2022-03-03,0,0,6.55524569880285e-05
102,1098357,Tennessee,Tennessee,2022-03-04,0,0,9.28659807330404e-05
53,1098357,Tennessee,Tennessee,2022-03-05,0,0,4.8253891949521e-05
63,1098357,Tennessee,Tennessee,2022-03-06,0,0,5.73583998645249e-05
158,1098357,Tennessee,Tennessee,2022-03-07,0,0,0.000143851225057062
136,1098357,Tennessee,Tennessee,2022-03-08,0,0,0.000123821307644054
58,1098357,Tennessee,Tennessee,2022-03-09,0,0,5.28061459070229e-05
50,1098357,Tennessee,Tennessee,2022-03-10,0,0,4.55225395750198e-05
49,1098357,Tennessee,Tennessee,2022-03-11,0,0,4.46120887835194e-05
38,1098357,Tennessee,Tennessee,2022-03-12,0,0,3.4597130077015e-05
62,1098357,Tennessee,Tennessee,2022-03-13,0,0,5.64479490730245e-05
140,1098357,Tennessee,Tennessee,2022-03-14,0,0,0.000127463110810055
153,1098357,Tennessee,Tennessee,2022-03-15,0,0,0.000139298971099561
120,1098357,Tennessee,Tennessee,2022-03-16,0,0,0.000109254094980047
172,1098357,Tennessee,Tennessee,2022-03-17,0,0,0.000156597536138068
90,1098357,Tennessee,Tennessee,2022-03-18,0,0,8.19405712350356e-05
33,1098357,Tennessee,Tennessee,2022-03-19,0,0,3.00448761195131e-05
115,1098357,Tennessee,Tennessee,2022-03-20,0,0,0.000104701841022545
176,1098357,Tennessee,Tennessee,2022-03-21,0,0,0.00016023933930407
136,1098357,Tennessee,Tennessee,2022-03-22,0,0,0.000123821307644054
181,1098357,Tennessee,Tennessee,2022-03-23,0,0,0.000164791593261572
128,1098357,Tennessee,Tennessee,2022-03-24,0,0,0.000116537701312051
118,1098357,Tennessee,Tennessee,2022-03-25,0,0,0.000107433193397047
60,1098357,Tennessee,Tennessee,2022-03-26,0,0,5.46270474900237e-05
83,1098357,Tennessee,Tennessee,2022-03-27,0,0,7.55674156945328e-05
193,1098357,Tennessee,Tennessee,2022-03-28,0,0,0.000175717002759576
174,1098357,Tennessee,Tennessee,2022-03-29,0,0,0.000158418437721069
182,1098357,Tennessee,Tennessee,2022-03-30,0,0,0.000165702044053072
155,1098357,Tennessee,Tennessee,2022-03-31,0,0,0.000141119872682561
126,1098357,Tennessee,Tennessee,2022-04-01,0,0,0.00011471679972905
54,1098357,Tennessee,Tennessee,2022-04-02,0,0,4.91643427410214e-05
51,1098357,Tennessee,Tennessee,2022-04-03,0,0,4.64329903665202e-05
140,1098357,Tennessee,Tennessee,2022-04-04,0,0,0.000127463110810055
137,1098357,Tennessee,Tennessee,2022-04-05,0,0,0.000124731758435554
105,1098357,Tennessee,Tennessee,2022-04-06,0,0,9.55973331075415e-05
44,1098357,Tennessee,Tennessee,2022-04-07,0,0,4.00598348260174e-05
3,1098357,Tennessee,Tennessee,2022-04-08,0,0,2.73135237450119e-06
0,1098357,Tennessee,Tennessee,2022-04-09,0,0,0
69,1098357,Tennessee,Tennessee,2022-04-10,0,0,6.28211046135273e-05
126,1098357,Tennessee,Tennessee,2022-04-11,0,0,0.00011471679972905
103,1098357,Tennessee,Tennessee,2022-04-12,0,0,9.37764315245407e-05
91,1098357,Tennessee,Tennessee,2022-04-13,0,0,8.2851022026536e-05
124,1098357,Tennessee,Tennessee,2022-04-14,0,0,0.000112895898146049
64,1098357,Tennessee,Tennessee,2022-04-15,0,0,5.82688506560253e-05
81,1098357,Tennessee,Tennessee,2022-04-16,0,0,7.3746514111532e-05
94,1098357,Tennessee,Tennessee,2022-04-17,0,0,8.55823744010372e-05
195,1098357,Tennessee,Tennessee,2022-04-18,0,0,0.000177537904342577
193,1098357,Tennessee,Tennessee,2022-04-19,0,0,0.000175717002759576
139,1098357,Tennessee,Tennessee,2022-04-20,0,0,0.000126552660018555
152,1098357,Tennessee,Tennessee,2022-04-21,0,0,0.00013838852030806
114,1098357,Tennessee,Tennessee,2022-04-22,0,0,0.000103791390231045
84,1098357,Tennessee,Tennessee,2022-04-23,0,0,7.64778664860332e-05
138,1098357,Tennessee,Tennessee,2022-04-24,0,0,0.000125642209227055
146,1098357,Tennessee,Tennessee,2022-04-25,0,0,0.000132925815559058
214,1098357,Tennessee,Tennessee,2022-04-26,0,0,0.000194836469381085
171,1098357,Tennessee,Tennessee,2022-04-27,0,0,0.000155687085346568
164,1098357,Tennessee,Tennessee,2022-04-28,0,0,0.000149313929806065
144,1098357,Tennessee,Tennessee,2022-04-29,0,0,0.000131104913976057
94,1098357,Tennessee,Tennessee,2022-04-30,0,0,8.55823744010372e-05
134,1098357,Tennessee,Tennessee,2022-05-01,1,0,0.000122000406061053
161,1098357,Tennessee,Tennessee,2022-05-02,1,0,0.000146582577431564
136,1098357,Tennessee,Tennessee,2022-05-03,1,0,0.000123821307644054
117,1098357,Tennessee,Tennessee,2022-05-04,1,0,0.000106522742605546
90,1098357,Tennessee,Tennessee,2022-05-05,1,0,8.19405712350356e-05
70,1098357,Tennessee,Tennessee,2022-05-06,1,0,6.37315554050277e-05
86,1098357,Tennessee,Tennessee,2022-05-07,1,0,7.8298768069034e-05
83,1098357,Tennessee,Tennessee,2022-05-08,1,0,7.55674156945328e-05
154,1098357,Tennessee,Tennessee,2022-05-09,1,0,0.000140209421891061
112,1098357,Tennessee,Tennessee,2022-05-10,1,0,0.000101970488648044
126,1098357,Tennessee,Tennessee,2022-05-11,1,0,0.00011471679972905
137,1098357,Tennessee,Tennessee,2022-05-12,1,0,0.000124731758435554
80,1098357,Tennessee,Tennessee,2022-05-13,1,0,7.28360633200317e-05
18,1098357,Tennessee,Tennessee,2022-05-14,1,0,1.63881142470071e-05
116,1098357,Tennessee,Tennessee,2022-05-15,1,0,0.000105612291814046
185,1098357,Tennessee,Tennessee,2022-05-16,1,0,0.000168433396427573
169,1098357,Tennessee,Tennessee,2022-05-17,1,0,0.000153866183763567
159,1098357,Tennessee,Tennessee,2022-05-18,1,0,0.000144761675848563
127,1098357,Tennessee,Tennessee,2022-05-19,1,0,0.00011562725052055
149,1098357,Tennessee,Tennessee,2022-05-20,1,0,0.000135657167933559
79,1098357,Tennessee,Tennessee,2022-05-21,1,0,7.19256125285312e-05
96,1098357,Tennessee,Tennessee,2022-05-22,1,0,8.7403275984038e-05
218,1098357,Tennessee,Tennessee,2022-05-23,1,0,0.000198478272547086
200,1098357,Tennessee,Tennessee,2022-05-24,1,0,0.000182090158300079
210,1098357,Tennessee,Tennessee,2022-05-25,1,0,0.000191194666215083
147,1098357,Tennessee,Tennessee,2022-05-26,1,0,0.000133836266350558
133,1098357,Tennessee,Tennessee,2022-05-27,1,0,0.000121089955269553
131,1098357,Tennessee,Tennessee,2022-05-28,1,0,0.000119269053686552
131,1098357,Tennessee,Tennessee,2022-05-29,1,0,0.000119269053686552
232,1098357,Tennessee,Tennessee,2022-05-30,1,0,0.000211224583628092
202,1098357,Tennessee,Tennessee,2022-05-31,1,0,0.00018391105988308
207,1098357,Tennessee,Tennessee,2022-06-01,1,0,0.000188463313840582
88,1098357,Tennessee,Tennessee,2022-06-02,1,0,8.01196696520348e-05
84,1098357,Tennessee,Tennessee,2022-06-03,1,0,7.64778664860332e-05
96,1098357,Tennessee,Tennessee,2022-06-04,1,0,8.7403275984038e-05
77,1098357,Tennessee,Tennessee,2022-06-05,1,0,7.01047109455305e-05
163,1098357,Tennessee,Tennessee,2022-06-06,1,0,0.000148403479014564
160,1098357,Tennessee,Tennessee,2022-06-07,1,0,0.000145672126640063
155,1098357,Tennessee,Tennessee,2022-06-08,1,0,0.000141119872682561
124,1098357,Tennessee,Tennessee,2022-06-09,1,0,0.000112895898146049
117,1098357,Tennessee,Tennessee,2022-06-10,1,0,0.000106522742605546
43,1098357,Tennessee,Tennessee,2022-06-11,1,0,3.9149384034517e-05
51,1098357,Tennessee,Tennessee,2022-06-12,1,0,4.64329903665202e-05
164,1098357,Tennessee,Tennessee,2022-06-13,1,0,0.000149313929806065
179,1098357,Tennessee,Tennessee,2022-06-14,1,0,0.000162970691678571
153,1098357,Tennessee,Tennessee,2022-06-15,1,0,0.000139298971099561
97,1098357,Tennessee,Tennessee,2022-06-16,1,0,8.83137267755384e-05
117,1098357,Tennessee,Tennessee,2022-06-17,1,0,0.000106522742605546
86,1098357,Tennessee,Tennessee,2022-06-18,1,0,7.8298768069034e-05
92,1098357,Tennessee,Tennessee,2022-06-19,1,0,8.37614728180364e-05
222,1098357,Tennessee,Tennessee,2022-06-20,1,0,0.000202120075713088
161,1098357,Tennessee,Tennessee,2022-06-21,1,0,0.000146582577431564
126,1098357,Tennessee,Tennessee,2022-06-22,1,0,0.00011471679972905
179,1098357,Tennessee,Tennessee,2022-06-23,1,0,0.000162970691678571
143,1098357,Tennessee,Tennessee,2022-06-24,1,0,0.000130194463184557
101,1098357,Tennessee,Tennessee,2022-06-25,1,0,9.195552994154e-05
170,1098357,Tennessee,Tennessee,2022-06-26,1,0,0.000154776634555067
262,1098357,Tennessee,Tennessee,2022-06-27,1,0,0.000238538107373104
199,1098357,Tennessee,Tennessee,2022-06-28,1,0,0.000181179707508579
220,1098357,Tennessee,Tennessee,2022-06-29,1,0,0.000200299174130087
197,1098357,Tennessee,Tennessee,2022-06-30,1,0,0.000179358805925578
70,1031597,Nebraska,Nebraska,2022-03-01,0,0,6.78559553779237e-05
49,1031597,Nebraska,Nebraska,2022-03-02,0,0,4.74991687645466e-05
54,1031597,Nebraska,Nebraska,2022-03-03,0,0,5.23460227201126e-05
22,1031597,Nebraska,Nebraska,2022-03-04,0,0,2.13261574044903e-05
47,1031597,Nebraska,Nebraska,2022-03-05,0,0,4.55604271823202e-05
43,1031597,Nebraska,Nebraska,2022-03-06,0,0,4.16829440178674e-05
90,1031597,Nebraska,Nebraska,2022-03-07,0,0,8.72433712001877e-05
94,1031597,Nebraska,Nebraska,2022-03-08,0,0,9.11208543646405e-05
81,1031597,Nebraska,Nebraska,2022-03-09,0,0,7.85190340801689e-05
34,1031597,Nebraska,Nebraska,2022-03-10,0,0,3.29586068978487e-05
57,1031597,Nebraska,Nebraska,2022-03-11,0,0,5.52541350934522e-05
64,1031597,Nebraska,Nebraska,2022-03-12,0,0,6.20397306312446e-05
64,1031597,Nebraska,Nebraska,2022-03-13,0,0,6.20397306312446e-05
160,1031597,Nebraska,Nebraska,2022-03-14,0,0,0.000155099326578111
106,1031597,Nebraska,Nebraska,2022-03-15,0,0,0.000102753303857999
112,1031597,Nebraska,Nebraska,2022-03-16,0,0,0.000108569528604678
94,1031597,Nebraska,Nebraska,2022-03-17,0,0,9.11208543646405e-05
72,1031597,Nebraska,Nebraska,2022-03-18,0,0,6.97946969601501e-05
30,1031597,Nebraska,Nebraska,2022-03-19,0,0,2.90811237333959e-05
93,1031597,Nebraska,Nebraska,2022-03-20,0,0,9.01514835735273e-05
184,1031597,Nebraska,Nebraska,2022-03-21,0,0,0.000178364225564828
143,1031597,Nebraska,Nebraska,2022-03-22,0,0,0.000138620023129187
57,1031597,Nebraska,Nebraska,2022-03-23,0,0,5.52541350934522e-05
94,1031597,Nebraska,Nebraska,2022-03-24,0,0,9.11208543646405e-05
78,1031597,Nebraska,Nebraska,2022-03-25,0,0,7.56109217068293e-05
55,1031597,Nebraska,Nebraska,2022-03-26,0,0,5.33153935112258e-05
111,1031597,Nebraska,Nebraska,2022-03-27,0,0,0.000107600157813565
269,1031597,Nebraska,Nebraska,2022-03-28,0,0,0.00026076074280945
160,1031597,Nebraska,Nebraska,2022-03-29,0,0,0.000155099326578111
111,1031597,Nebraska,Nebraska,2022-03-30,0,0,0.000107600157813565
55,1031597,Nebraska,Nebraska,2022-03-31,0,0,5.33153935112258e-05
110,1031597,Nebraska,Nebraska,2022-04-01,0,0,0.000106630787022452
11,1031597,Nebraska,Nebraska,2022-04-02,0,0,1.06630787022452e-05
17,1031597,Nebraska,Nebraska,2022-04-03,0,0,1.64793034489243e-05
91,1031597,Nebraska,Nebraska,2022-04-04,0,0,8.82127419913009e-05
154,1031597,Nebraska,Nebraska,2022-04-05,0,0,0.000149283101831432
67,1031597,Nebraska,Nebraska,2022-04-06,0,0,6.49478430045841e-05
76,1031597,Nebraska,Nebraska,2022-04-07,0,0,7.36721801246029e-05
55,1031597,Nebraska,Nebraska,2022-04-08,0,0,5.33153935112258e-05
62,1031597,Nebraska,Nebraska,2022-04-09,0,0,6.01009890490182e-05
4,1031597,Nebraska,Nebraska,2022-04-10,0,0,3.87748316445279e-06
185,1031597,Nebraska,Nebraska,2022-04-11,0,0,0.000179333596355941
83,1031597,Nebraska,Nebraska,2022-04-12,0,0,8.04577756623953e-05
84,1031597,Nebraska,Nebraska,2022-04-13,0,0,8.14271464535085e-05
100,1031597,Nebraska,Nebraska,2022-04-14,0,0,9.69370791113196e-05
0,1031597,Nebraska,Nebraska,2022-04-15,0,0,0
0,1031597,Nebraska,Nebraska,2022-04-16,0,0,0
122,1031597,Nebraska,Nebraska,2022-04-17,0,0,0.00011826323651581
155,1031597,Nebraska,Nebraska,2022-04-18,0,0,0.000150252472622545
111,1031597,Nebraska,Nebraska,2022-04-19,0,0,0.000107600157813565
142,1031597,Nebraska,Nebraska,2022-04-20,0,0,0.000137650652338074
62,1031597,Nebraska,Nebraska,2022-04-21,0,0,6.01009890490182e-05
50,1031597,Nebraska,Nebraska,2022-04-22,0,0,4.84685395556598e-05
47,1031597,Nebraska,Nebraska,2022-04-23,0,0,4.55604271823202e-05
55,1031597,Nebraska,Nebraska,2022-04-24,0,0,5.33153935112258e-05
156,1031597,Nebraska,Nebraska,2022-04-25,0,0,0.000151221843413659
167,1031597,Nebraska,Nebraska,2022-04-26,0,0,0.000161884922115904
136,1031597,Nebraska,Nebraska,2022-04-27,0,0,0.000131834427591395
142,1031597,Nebraska,Nebraska,2022-04-28,0,0,0.000137650652338074
45,1031597,Nebraska,Nebraska,2022-04-29,0,0,4.36216856000938e-05
0,1031597,Nebraska,Nebraska,2022-04-30,0,0,0
77,1031597,Nebraska,Nebraska,2022-05-01,1,0,7.46415509157161e-05
152,1031597,Nebraska,Nebraska,2022-05-02,1,0,0.000147344360249206
184,1031597,Nebraska,Nebraska,2022-05-03,1,0,0.000178364225564828
114,1031597,Nebraska,Nebraska,2022-05-04,1,0,0.000110508270186904
59,1031597,Nebraska,Nebraska,2022-05-05,1,0,5.71928766756786e-05
67,1031597,Nebraska,Nebraska,2022-05-06,1,0,6.49478430045841e-05
39,1031597,Nebraska,Nebraska,2022-05-07,1,0,3.78054608534147e-05
51,1031597,Nebraska,Nebraska,2022-05-08,1,0,4.9437910346773e-05
150,1031597,Nebraska,Nebraska,2022-05-09,1,0,0.000145405618666979
133,1031597,Nebraska,Nebraska,2022-05-10,1,0,0.000128926315218055
160,1031597,Nebraska,Nebraska,2022-05-11,1,0,0.000155099326578111
132,1031597,Nebraska,Nebraska,2022-05-12,1,0,0.000127956944426942
83,1031597,Nebraska,Nebraska,2022-05-13,1,0,8.04577756623953e-05
39,1031597,Nebraska,Nebraska,2022-05-14,1,0,3.78054608534147e-05
81,1031597,Nebraska,Nebraska,2022-05-15,1,0,7.85190340801689e-05
138,1031597,Nebraska,Nebraska,2022-05-16,1,0,0.000133773169173621
134,1031597,Nebraska,Nebraska,2022-05-17,1,0,0.000129895686009168
248,1031597,Nebraska,Nebraska,2022-05-18,1,0,0.000240403956196073
99,1031597,Nebraska,Nebraska,2022-05-19,1,0,9.59677083202064e-05
91,1031597,Nebraska,Nebraska,2022-05-20,1,0,8.82127419913009e-05
56,1031597,Nebraska,Nebraska,2022-05-21,1,0,5.4284764302339e-05
54,1031597,Nebraska,Nebraska,2022-05-22,1,0,5.23460227201126e-05
136,1031597,Nebraska,Nebraska,2022-05-23,1,0,0.000131834427591395
214,1031597,Nebraska,Nebraska,2022-05-24,1,0,0.000207445349298224
212,1031597,Nebraska,Nebraska,2022-05-25,1,0,0.000205506607715998
124,1031597,Nebraska,Nebraska,2022-05-26,1,0,0.000120201978098036
66,1031597,Nebraska,Nebraska,2022-05-27,1,0,6.3978472213471e-05
60,1031597,Nebraska,Nebraska,2022-05-28,1,0,5.81622474667918e-05
74,1031597,Nebraska,Nebraska,2022-05-29,1,0,7.17334385423765e-05
181,1031597,Nebraska,Nebraska,2022-05-30,1,0,0.000175456113191489
143,1031597,Nebraska,Nebraska,2022-05-31,1,0,0.000138620023129187
98,1031597,Nebraska,Nebraska,2022-06-01,1,0,9.49983375290932e-05
39,1031597,Nebraska,Nebraska,2022-06-02,1,0,3.78054608534147e-05
63,1031597,Nebraska,Nebraska,2022-06-03,1,0,6.10703598401314e-05
19,1031597,Nebraska,Nebraska,2022-06-04,1,0,1.84180450311507e-05
57,1031597,Nebraska,Nebraska,2022-06-05,1,0,5.52541350934522e-05
206,1031597,Nebraska,Nebraska,2022-06-06,1,0,0.000199690382969318
