rrrr,pppp,pppp,ssss,dddd,p,tttt
57,1555626,Maine,Maine,5/14/22,1,0
113,1555626,Maine,Maine,5/15/22,1,0
216,1555626,Maine,Maine,5/16/22,1,0
181,1555626,Maine,Maine,5/17/22,1,0
163,1555626,Maine,Maine,5/18/22,1,0
141,1555626,Maine,Maine,5/19/22,1,0
67,1555626,Maine,Maine,5/20/22,1,0
105,1555626,Maine,Maine,5/21/22,1,0
88,1555626,Maine,Maine,5/22/22,1,0
222,1555626,Maine,Maine,5/23/22,1,0
140,1555626,Maine,Maine,5/24/22,1,0
151,1555626,Maine,Maine,5/25/22,1,0
170,1555626,Maine,Maine,5/26/22,1,0
128,1555626,Maine,Maine,5/27/22,1,0
172,1555626,Maine,Maine,5/28/22,1,0
147,1555626,Maine,Maine,5/29/22,1,0
240,1555626,Maine,Maine,5/30/22,1,0
142,1555626,Maine,Maine,5/31/22,1,0
128,1555626,Maine,Maine,6/1/22,1,0
179,1555626,Maine,Maine,6/2/22,1,0
135,1555626,Maine,Maine,6/3/22,1,0
63,1555626,Maine,Maine,6/4/22,1,0
103,1555626,Maine,Maine,6/5/22,1,0
225,1555626,Maine,Maine,6/6/22,1,0
147,1555626,Maine,Maine,6/7/22,1,0
167,1555626,Maine,Maine,6/8/22,1,0
138,1555626,Maine,Maine,6/9/22,1,0
152,1555626,Maine,Maine,6/10/22,1,0
86,1555626,Maine,Maine,6/11/22,1,0
109,1555626,Maine,Maine,6/12/22,1,0
198,1555626,Maine,Maine,6/13/22,1,0
97,1555626,Maine,Maine,6/14/22,1,0
193,1555626,Maine,Maine,6/15/22,1,0
234,1555626,Maine,Maine,6/16/22,1,0
126,1555626,Maine,Maine,6/17/22,1,0
25,1555626,Maine,Maine,6/18/22,1,0
150,1555626,Maine,Maine,6/19/22,1,0
207,1555626,Maine,Maine,6/20/22,1,0
153,1555626,Maine,Maine,6/21/22,1,0
213,1555626,Maine,Maine,6/22/22,1,0
129,1555626,Maine,Maine,6/23/22,1,0
177,1555626,Maine,Maine,6/24/22,1,0
55,1555626,Maine,Maine,6/25/22,1,0
89,1555626,Maine,Maine,6/26/22,1,0
221,1555626,Maine,Maine,6/27/22,1,0
197,1555626,Maine,Maine,6/28/22,1,0
247,1555626,Maine,Maine,6/29/22,1,0
217,1555626,Maine,Maine,6/30/22,1,0
49,1506420,Arkansas,Arkansas,3/1/22,0,0
44,1506420,Arkansas,Arkansas,3/2/22,0,0
24,1506420,Arkansas,Arkansas,3/3/22,0,0
4,1506420,Arkansas,Arkansas,3/4/22,0,0
16,1506420,Arkansas,Arkansas,3/5/22,0,0
33,1506420,Arkansas,Arkansas,3/6/22,0,0
34,1506420,Arkansas,Arkansas,3/7/22,0,0
36,1506420,Arkansas,Arkansas,3/8/22,0,0
34,1506420,Arkansas,Arkansas,3/9/22,0,0
15,1506420,Arkansas,Arkansas,3/10/22,0,0
0,1506420,Arkansas,Arkansas,3/11/22,0,0
10,1506420,Arkansas,Arkansas,3/12/22,0,0
0,1506420,Arkansas,Arkansas,3/13/22,0,0
48,1506420,Arkansas,Arkansas,3/14/22,0,0
36,1506420,Arkansas,Arkansas,3/15/22,0,0
40,1506420,Arkansas,Arkansas,3/16/22,0,0
16,1506420,Arkansas,Arkansas,3/17/22,0,0
10,1506420,Arkansas,Arkansas,3/18/22,0,0
26,1506420,Arkansas,Arkansas,3/19/22,0,0
40,1506420,Arkansas,Arkansas,3/20/22,0,0
58,1506420,Arkansas,Arkansas,3/21/22,0,0
42,1506420,Arkansas,Arkansas,3/22/22,0,0
47,1506420,Arkansas,Arkansas,3/23/22,0,0
45,1506420,Arkansas,Arkansas,3/24/22,0,0
15,1506420,Arkansas,Arkansas,3/25/22,0,0
30,1506420,Arkansas,Arkansas,3/26/22,0,0
18,1506420,Arkansas,Arkansas,3/27/22,0,0
51,1506420,Arkansas,Arkansas,3/28/22,0,0
58,1506420,Arkansas,Arkansas,3/29/22,0,0
38,1506420,Arkansas,Arkansas,3/30/22,0,0
37,1506420,Arkansas,Arkansas,3/31/22,0,0
29,1506420,Arkansas,Arkansas,4/1/22,0,0
0,1506420,Arkansas,Arkansas,4/2/22,0,0
9,1506420,Arkansas,Arkansas,4/3/22,0,0
34,1506420,Arkansas,Arkansas,4/4/22,0,0
51,1506420,Arkansas,Arkansas,4/5/22,0,0
34,1506420,Arkansas,Arkansas,4/6/22,0,0
5,1506420,Arkansas,Arkansas,4/7/22,0,0
23,1506420,Arkansas,Arkansas,4/8/22,0,0
3,1506420,Arkansas,Arkansas,4/9/22,0,0
7,1506420,Arkansas,Arkansas,4/10/22,0,0
45,1506420,Arkansas,Arkansas,4/11/22,0,0
19,1506420,Arkansas,Arkansas,4/12/22,0,0
23,1506420,Arkansas,Arkansas,4/13/22,0,0
10,1506420,Arkansas,Arkansas,4/14/22,0,0
25,1506420,Arkansas,Arkansas,4/15/22,0,0
27,1506420,Arkansas,Arkansas,4/16/22,0,0
19,1506420,Arkansas,Arkansas,4/17/22,0,0
39,1506420,Arkansas,Arkansas,4/18/22,0,0
47,1506420,Arkansas,Arkansas,4/19/22,0,0
40,1506420,Arkansas,Arkansas,4/20/22,0,0
14,1506420,Arkansas,Arkansas,4/21/22,0,0
23,1506420,Arkansas,Arkansas,4/22/22,0,0
15,1506420,Arkansas,Arkansas,4/23/22,0,0
8,1506420,Arkansas,Arkansas,4/24/22,0,0
52,1506420,Arkansas,Arkansas,4/25/22,0,0
26,1506420,Arkansas,Arkansas,4/26/22,0,0
47,1506420,Arkansas,Arkansas,4/27/22,0,0
43,1506420,Arkansas,Arkansas,4/28/22,0,0
47,1506420,Arkansas,Arkansas,4/29/22,0,0
32,1506420,Arkansas,Arkansas,4/30/22,0,0
25,1506420,Arkansas,Arkansas,5/1/22,1,0
28,1506420,Arkansas,Arkansas,5/2/22,1,0
29,1506420,Arkansas,Arkansas,5/3/22,1,0
20,1506420,Arkansas,Arkansas,5/4/22,1,0
18,1506420,Arkansas,Arkansas,5/5/22,1,0
15,1506420,Arkansas,Arkansas,5/6/22,1,0
0,1506420,Arkansas,Arkansas,5/7/22,1,0
21,1506420,Arkansas,Arkansas,5/8/22,1,0
42,1506420,Arkansas,Arkansas,5/9/22,1,0
33,1506420,Arkansas,Arkansas,5/10/22,1,0
21,1506420,Arkansas,Arkansas,5/11/22,1,0
0,1506420,Arkansas,Arkansas,5/12/22,1,0
0,1506420,Arkansas,Arkansas,5/13/22,1,0
21,1506420,Arkansas,Arkansas,5/14/22,1,0
18,1506420,Arkansas,Arkansas,5/15/22,1,0
40,1506420,Arkansas,Arkansas,5/16/22,1,0
44,1506420,Arkansas,Arkansas,5/17/22,1,0
35,1506420,Arkansas,Arkansas,5/18/22,1,0
24,1506420,Arkansas,Arkansas,5/19/22,1,0
22,1506420,Arkansas,Arkansas,5/20/22,1,0
18,1506420,Arkansas,Arkansas,5/21/22,1,0
35,1506420,Arkansas,Arkansas,5/22/22,1,0
44,1506420,Arkansas,Arkansas,5/23/22,1,0
38,1506420,Arkansas,Arkansas,5/24/22,1,0
49,1506420,Arkansas,Arkansas,5/25/22,1,0
18,1506420,Arkansas,Arkansas,5/26/22,1,0
28,1506420,Arkansas,Arkansas,5/27/22,1,0
26,1506420,Arkansas,Arkansas,5/28/22,1,0
13,1506420,Arkansas,Arkansas,5/29/22,1,0
48,1506420,Arkansas,Arkansas,5/30/22,1,0
73,1506420,Arkansas,Arkansas,5/31/22,1,0
26,1506420,Arkansas,Arkansas,6/1/22,1,0
31,1506420,Arkansas,Arkansas,6/2/22,1,0
22,1506420,Arkansas,Arkansas,6/3/22,1,0
13,1506420,Arkansas,Arkansas,6/4/22,1,0
22,1506420,Arkansas,Arkansas,6/5/22,1,0
35,1506420,Arkansas,Arkansas,6/6/22,1,0
31,1506420,Arkansas,Arkansas,6/7/22,1,0
28,1506420,Arkansas,Arkansas,6/8/22,1,0
20,1506420,Arkansas,Arkansas,6/9/22,1,0
20,1506420,Arkansas,Arkansas,6/10/22,1,0
6,1506420,Arkansas,Arkansas,6/11/22,1,0
16,1506420,Arkansas,Arkansas,6/12/22,1,0
32,1506420,Arkansas,Arkansas,6/13/22,1,0
45,1506420,Arkansas,Arkansas,6/14/22,1,0
27,1506420,Arkansas,Arkansas,6/15/22,1,0
14,1506420,Arkansas,Arkansas,6/16/22,1,0
13,1506420,Arkansas,Arkansas,6/17/22,1,0
31,1506420,Arkansas,Arkansas,6/18/22,1,0
7,1506420,Arkansas,Arkansas,6/19/22,1,0
35,1506420,Arkansas,Arkansas,6/20/22,1,0
45,1506420,Arkansas,Arkansas,6/21/22,1,0
27,1506420,Arkansas,Arkansas,6/22/22,1,0
26,1506420,Arkansas,Arkansas,6/23/22,1,0
17,1506420,Arkansas,Arkansas,6/24/22,1,0
12,1506420,Arkansas,Arkansas,6/25/22,1,0
28,1506420,Arkansas,Arkansas,6/26/22,1,0
54,1506420,Arkansas,Arkansas,6/27/22,1,0
65,1506420,Arkansas,Arkansas,6/28/22,1,0
41,1506420,Arkansas,Arkansas,6/29/22,1,0
44,1506420,Arkansas,Arkansas,6/30/22,1,0
64,1492530,North Dakota,North Dakota,3/1/22,0,1
121,1492530,North Dakota,North Dakota,3/2/22,0,1
73,1492530,North Dakota,North Dakota,3/3/22,0,1
44,1492530,North Dakota,North Dakota,3/4/22,0,1
101,1492530,North Dakota,North Dakota,3/5/22,0,1
22,1492530,North Dakota,North Dakota,3/6/22,0,1
147,1492530,North Dakota,North Dakota,3/7/22,0,1
110,1492530,North Dakota,North Dakota,3/8/22,0,1
52,1492530,North Dakota,North Dakota,3/9/22,0,1
96,1492530,North Dakota,North Dakota,3/10/22,0,1
14,1492530,North Dakota,North Dakota,3/11/22,0,1
11,1492530,North Dakota,North Dakota,3/12/22,0,1
70,1492530,North Dakota,North Dakota,3/13/22,0,1
115,1492530,North Dakota,North Dakota,3/14/22,0,1
81,1492530,North Dakota,North Dakota,3/15/22,0,1
81,1492530,North Dakota,North Dakota,3/16/22,0,1
27,1492530,North Dakota,North Dakota,3/17/22,0,1
0,1492530,North Dakota,North Dakota,3/18/22,0,1
59,1492530,North Dakota,North Dakota,3/19/22,0,1
0,1492530,North Dakota,North Dakota,3/20/22,0,1
100,1492530,North Dakota,North Dakota,3/21/22,0,1
46,1492530,North Dakota,North Dakota,3/22/22,0,1
121,1492530,North Dakota,North Dakota,3/23/22,0,1
149,1492530,North Dakota,North Dakota,3/24/22,0,1
72,1492530,North Dakota,North Dakota,3/25/22,0,1
61,1492530,North Dakota,North Dakota,3/26/22,0,1
91,1492530,North Dakota,North Dakota,3/27/22,0,1
107,1492530,North Dakota,North Dakota,3/28/22,0,1
200,1492530,North Dakota,North Dakota,3/29/22,0,1
62,1492530,North Dakota,North Dakota,3/30/22,0,1
91,1492530,North Dakota,North Dakota,3/31/22,0,1
78,1492530,North Dakota,North Dakota,4/1/22,0,1
28,1492530,North Dakota,North Dakota,4/2/22,0,1
81,1492530,North Dakota,North Dakota,4/3/22,0,1
84,1492530,North Dakota,North Dakota,4/4/22,0,1
88,1492530,North Dakota,North Dakota,4/5/22,0,1
155,1492530,North Dakota,North Dakota,4/6/22,0,1
24,1492530,North Dakota,North Dakota,4/7/22,0,1
75,1492530,North Dakota,North Dakota,4/8/22,0,1
88,1492530,North Dakota,North Dakota,4/9/22,0,1
84,1492530,North Dakota,North Dakota,4/10/22,0,1
161,1492530,North Dakota,North Dakota,4/11/22,0,1
133,1492530,North Dakota,North Dakota,4/12/22,0,1
115,1492530,North Dakota,North Dakota,4/13/22,0,1
146,1492530,North Dakota,North Dakota,4/14/22,0,1
41,1492530,North Dakota,North Dakota,4/15/22,0,1
41,1492530,North Dakota,North Dakota,4/16/22,0,1
94,1492530,North Dakota,North Dakota,4/17/22,0,1
148,1492530,North Dakota,North Dakota,4/18/22,0,1
85,1492530,North Dakota,North Dakota,4/19/22,0,1
56,1492530,North Dakota,North Dakota,4/20/22,0,1
80,1492530,North Dakota,North Dakota,4/21/22,0,1
114,1492530,North Dakota,North Dakota,4/22/22,0,1
66,1492530,North Dakota,North Dakota,4/23/22,0,1
66,1492530,North Dakota,North Dakota,4/24/22,0,1
164,1492530,North Dakota,North Dakota,4/25/22,0,1
95,1492530,North Dakota,North Dakota,4/26/22,0,1
146,1492530,North Dakota,North Dakota,4/27/22,0,1
134,1492530,North Dakota,North Dakota,4/28/22,0,1
75,1492530,North Dakota,North Dakota,4/29/22,0,1
50,1492530,North Dakota,North Dakota,4/30/22,0,1
106.73093308140488,1492530,North Dakota,North Dakota,5/1/22,1,1
177.00551138191548,1492530,North Dakota,North Dakota,5/2/22,1,1
154.17325517671105,1492530,North Dakota,North Dakota,5/3/22,1,1
131.7591433323115,1492530,North Dakota,North Dakota,5/4/22,1,1
78.77065036263932,1492530,North Dakota,North Dakota,5/5/22,1,1
97.41178362751135,1492530,North Dakota,North Dakota,5/6/22,1,1
34.88861207,1492530,North Dakota,North Dakota,5/7/22,1,1
71.11394349855378,1492530,North Dakota,North Dakota,5/8/22,1,1
220.1325129101845,1492530,North Dakota,North Dakota,5/9/22,1,1
153.2094259294028,1492530,North Dakota,North Dakota,5/10/22,1,1
129.90429836598298,1492530,North Dakota,North Dakota,5/11/22,1,1
85.10226725088489,1492530,North Dakota,North Dakota,5/12/22,1,1
70.03055880926672,1492530,North Dakota,North Dakota,5/13/22,1,1
43.82730192801208,1492530,North Dakota,North Dakota,5/14/22,1,1
39.801412117118346,1492530,North Dakota,North Dakota,5/15/22,1,1
284.8980028539436,1492530,North Dakota,North Dakota,5/16/22,1,1
154.80113593112046,1492530,North Dakota,North Dakota,5/17/22,1,1
66.21189386663855,1492530,North Dakota,North Dakota,5/18/22,1,1
125.34540864296414,1492530,North Dakota,North Dakota,5/19/22,1,1
191.28358802994012,1492530,North Dakota,North Dakota,5/20/22,1,1
171.03970045791692,1492530,North Dakota,North Dakota,5/21/22,1,1
105.6,1492530,North Dakota,North Dakota,5/22/22,1,1
270.14681661110245,1492530,North Dakota,North Dakota,5/23/22,1,1
280.54926244391214,1492530,North Dakota,North Dakota,5/24/22,1,1
242.75756357434827,1492530,North Dakota,North Dakota,5/25/22,1,1
247.50636516814885,1492530,North Dakota,North Dakota,5/26/22,1,1
107.8917008004779,1492530,North Dakota,North Dakota,5/27/22,1,1
103.74003364790336,1492530,North Dakota,North Dakota,5/28/22,1,1
67.35623589050796,1492530,North Dakota,North Dakota,5/29/22,1,1
262.96381156807246,1492530,North Dakota,North Dakota,5/30/22,1,1
163.9013078514753,1492530,North Dakota,North Dakota,5/31/22,1,1
196.61558295894093,1492530,North Dakota,North Dakota,6/1/22,1,1
111.14034415756322,1492530,North Dakota,North Dakota,6/2/22,1,1
173.06990706839946,1492530,North Dakota,North Dakota,6/3/22,1,1
169.97573781672477,1492530,North Dakota,North Dakota,6/4/22,1,1
112.14121859387328,1492530,North Dakota,North Dakota,6/5/22,1,1
142.2381876528867,1492530,North Dakota,North Dakota,6/6/22,1,1
213.25282361698433,1492530,North Dakota,North Dakota,6/7/22,1,1
176.91113278166534,1492530,North Dakota,North Dakota,6/8/22,1,1
88.68403878136353,1492530,North Dakota,North Dakota,6/9/22,1,1
96.97995084,1492530,North Dakota,North Dakota,6/10/22,1,1
96.43748551152636,1492530,North Dakota,North Dakota,6/11/22,1,1
95.93791737654372,1492530,North Dakota,North Dakota,6/12/22,1,1
203.9528776048223,1492530,North Dakota,North Dakota,6/13/22,1,1
231.9761957376229,1492530,North Dakota,North Dakota,6/14/22,1,1
151.9068351428333,1492530,North Dakota,North Dakota,6/15/22,1,1
130.5889525457164,1492530,North Dakota,North Dakota,6/16/22,1,1
136.6175408706826,1492530,North Dakota,North Dakota,6/17/22,1,1
119.57002598723318,1492530,North Dakota,North Dakota,6/18/22,1,1
116.04311062313108,1492530,North Dakota,North Dakota,6/19/22,1,1
136.30788101894723,1492530,North Dakota,North Dakota,6/20/22,1,1
242.41861392006305,1492530,North Dakota,North Dakota,6/21/22,1,1
123.35249920479146,1492530,North Dakota,North Dakota,6/22/22,1,1
104.63828442659798,1492530,North Dakota,North Dakota,6/23/22,1,1
123.6917135084437,1492530,North Dakota,North Dakota,6/24/22,1,1
50.63394065,1492530,North Dakota,North Dakota,6/25/22,1,1
164.4899797488601,1492530,North Dakota,North Dakota,6/26/22,1,1
249.7335942424917,1492530,North Dakota,North Dakota,6/27/22,1,1
189.6415923688072,1492530,North Dakota,North Dakota,6/28/22,1,1
109.75295967693953,1492530,North Dakota,North Dakota,6/29/22,1,1
136.80750809693427,1492530,North Dakota,North Dakota,6/30/22,1,1
251,1404694,Maryland,Maryland,3/1/22,0,0
326,1404694,Maryland,Maryland,3/2/22,0,0
251,1404694,Maryland,Maryland,3/3/22,0,0
191,1404694,Maryland,Maryland,3/4/22,0,0
91,1404694,Maryland,Maryland,3/5/22,0,0
213,1404694,Maryland,Maryland,3/6/22,0,0
366,1404694,Maryland,Maryland,3/7/22,0,0
319,1404694,Maryland,Maryland,3/8/22,0,0
239,1404694,Maryland,Maryland,3/9/22,0,0
220,1404694,Maryland,Maryland,3/10/22,0,0
97,1404694,Maryland,Maryland,3/11/22,0,0
56,1404694,Maryland,Maryland,3/12/22,0,0
171,1404694,Maryland,Maryland,3/13/22,0,0
219,1404694,Maryland,Maryland,3/14/22,0,0
321,1404694,Maryland,Maryland,3/15/22,0,0
366,1404694,Maryland,Maryland,3/16/22,0,0
358,1404694,Maryland,Maryland,3/17/22,0,0
229,1404694,Maryland,Maryland,3/18/22,0,0
210,1404694,Maryland,Maryland,3/19/22,0,0
359,1404694,Maryland,Maryland,3/20/22,0,0
431,1404694,Maryland,Maryland,3/21/22,0,0
349,1404694,Maryland,Maryland,3/22/22,0,0
310,1404694,Maryland,Maryland,3/23/22,0,0
415,1404694,Maryland,Maryland,3/24/22,0,0
378,1404694,Maryland,Maryland,3/25/22,0,0
327,1404694,Maryland,Maryland,3/26/22,0,0
461,1404694,Maryland,Maryland,3/27/22,0,0
552,1404694,Maryland,Maryland,3/28/22,0,0
419,1404694,Maryland,Maryland,3/29/22,0,0
500,1404694,Maryland,Maryland,3/30/22,0,0
443,1404694,Maryland,Maryland,3/31/22,0,0
181,1404694,Maryland,Maryland,4/1/22,0,0
215,1404694,Maryland,Maryland,4/2/22,0,0
260,1404694,Maryland,Maryland,4/3/22,0,0
343,1404694,Maryland,Maryland,4/4/22,0,0
250,1404694,Maryland,Maryland,4/5/22,0,0
277,1404694,Maryland,Maryland,4/6/22,0,0
205,1404694,Maryland,Maryland,4/7/22,0,0
162,1404694,Maryland,Maryland,4/8/22,0,0
122,1404694,Maryland,Maryland,4/9/22,0,0
103,1404694,Maryland,Maryland,4/10/22,0,0
257,1404694,Maryland,Maryland,4/11/22,0,0
307,1404694,Maryland,Maryland,4/12/22,0,0
254,1404694,Maryland,Maryland,4/13/22,0,0
222,1404694,Maryland,Maryland,4/14/22,0,0
241,1404694,Maryland,Maryland,4/15/22,0,0
190,1404694,Maryland,Maryland,4/16/22,0,0
301,1404694,Maryland,Maryland,4/17/22,0,0
585,1404694,Maryland,Maryland,4/18/22,0,0
372,1404694,Maryland,Maryland,4/19/22,0,0
407,1404694,Maryland,Maryland,4/20/22,0,0
373,1404694,Maryland,Maryland,4/21/22,0,0
338,1404694,Maryland,Maryland,4/22/22,0,0
311,1404694,Maryland,Maryland,4/23/22,0,0
431,1404694,Maryland,Maryland,4/24/22,0,0
601,1404694,Maryland,Maryland,4/25/22,0,0
524,1404694,Maryland,Maryland,4/26/22,0,0
503,1404694,Maryland,Maryland,4/27/22,0,0
528,1404694,Maryland,Maryland,4/28/22,0,0
451,1404694,Maryland,Maryland,4/29/22,0,0
533,1404694,Maryland,Maryland,4/30/22,0,0
218,1404694,Maryland,Maryland,5/1/22,1,0
460,1404694,Maryland,Maryland,5/2/22,1,0
287,1404694,Maryland,Maryland,5/3/22,1,0
474,1404694,Maryland,Maryland,5/4/22,1,0
279,1404694,Maryland,Maryland,5/5/22,1,0
323,1404694,Maryland,Maryland,5/6/22,1,0
85,1404694,Maryland,Maryland,5/7/22,1,0
302,1404694,Maryland,Maryland,5/8/22,1,0
376,1404694,Maryland,Maryland,5/9/22,1,0
334,1404694,Maryland,Maryland,5/10/22,1,0
326,1404694,Maryland,Maryland,5/11/22,1,0
187,1404694,Maryland,Maryland,5/12/22,1,0
225,1404694,Maryland,Maryland,5/13/22,1,0
267,1404694,Maryland,Maryland,5/14/22,1,0
219,1404694,Maryland,Maryland,5/15/22,1,0
572,1404694,Maryland,Maryland,5/16/22,1,0
443,1404694,Maryland,Maryland,5/17/22,1,0
324,1404694,Maryland,Maryland,5/18/22,1,0
370,1404694,Maryland,Maryland,5/19/22,1,0
299,1404694,Maryland,Maryland,5/20/22,1,0
311,1404694,Maryland,Maryland,5/21/22,1,0
308,1404694,Maryland,Maryland,5/22/22,1,0
605,1404694,Maryland,Maryland,5/23/22,1,0
623,1404694,Maryland,Maryland,5/24/22,1,0
519,1404694,Maryland,Maryland,5/25/22,1,0
415,1404694,Maryland,Maryland,5/26/22,1,0
464,1404694,Maryland,Maryland,5/27/22,1,0
268,1404694,Maryland,Maryland,5/28/22,1,0
524,1404694,Maryland,Maryland,5/29/22,1,0
622,1404694,Maryland,Maryland,5/30/22,1,0
551,1404694,Maryland,Maryland,5/31/22,1,0
381,1404694,Maryland,Maryland,6/1/22,1,0
366,1404694,Maryland,Maryland,6/2/22,1,0
301,1404694,Maryland,Maryland,6/3/22,1,0
352,1404694,Maryland,Maryland,6/4/22,1,0
243,1404694,Maryland,Maryland,6/5/22,1,0
439,1404694,Maryland,Maryland,6/6/22,1,0
489,1404694,Maryland,Maryland,6/7/22,1,0
336,1404694,Maryland,Maryland,6/8/22,1,0
299,1404694,Maryland,Maryland,6/9/22,1,0
228,1404694,Maryland,Maryland,6/10/22,1,0
177,1404694,Maryland,Maryland,6/11/22,1,0
284,1404694,Maryland,Maryland,6/12/22,1,0
417,1404694,Maryland,Maryland,6/13/22,1,0
387,1404694,Maryland,Maryland,6/14/22,1,0
453,1404694,Maryland,Maryland,6/15/22,1,0
240,1404694,Maryland,Maryland,6/16/22,1,0
359,1404694,Maryland,Maryland,6/17/22,1,0
233,1404694,Maryland,Maryland,6/18/22,1,0
380,1404694,Maryland,Maryland,6/19/22,1,0
598,1404694,Maryland,Maryland,6/20/22,1,0
554,1404694,Maryland,Maryland,6/21/22,1,0
581,1404694,Maryland,Maryland,6/22/22,1,0
473,1404694,Maryland,Maryland,6/23/22,1,0
460,1404694,Maryland,Maryland,6/24/22,1,0
447,1404694,Maryland,Maryland,6/25/22,1,0
442,1404694,Maryland,Maryland,6/26/22,1,0
659,1404694,Maryland,Maryland,6/27/22,1,0
623,1404694,Maryland,Maryland,6/28/22,1,0
581,1404694,Maryland,Maryland,6/29/22,1,0
327,1404694,Maryland,Maryland,6/30/22,1,0
326,1223237,Delaware,Delaware,3/1/22,0,0
172,1223237,Delaware,Delaware,3/2/22,0,0
292,1223237,Delaware,Delaware,3/3/22,0,0
154,1223237,Delaware,Delaware,3/4/22,0,0
122,1223237,Delaware,Delaware,3/5/22,0,0
140,1223237,Delaware,Delaware,3/6/22,0,0
349,1223237,Delaware,Delaware,3/7/22,0,0
232,1223237,Delaware,Delaware,3/8/22,0,0
182,1223237,Delaware,Delaware,3/9/22,0,0
55,1223237,Delaware,Delaware,3/10/22,0,0
92,1223237,Delaware,Delaware,3/11/22,0,0
129,1223237,Delaware,Delaware,3/12/22,0,0
126,1223237,Delaware,Delaware,3/13/22,0,0
132,1223237,Delaware,Delaware,3/14/22,0,0
310,1223237,Delaware,Delaware,3/15/22,0,0
227,1223237,Delaware,Delaware,3/16/22,0,0
199,1223237,Delaware,Delaware,3/17/22,0,0
129,1223237,Delaware,Delaware,3/18/22,0,0
167,1223237,Delaware,Delaware,3/19/22,0,0
209,1223237,Delaware,Delaware,3/20/22,0,0
387,1223237,Delaware,Delaware,3/21/22,0,0
439,1223237,Delaware,Delaware,3/22/22,0,0
309,1223237,Delaware,Delaware,3/23/22,0,0
279,1223237,Delaware,Delaware,3/24/22,0,0
226,1223237,Delaware,Delaware,3/25/22,0,0
250,1223237,Delaware,Delaware,3/26/22,0,0
313,1223237,Delaware,Delaware,3/27/22,0,0
557,1223237,Delaware,Delaware,3/28/22,0,0
414,1223237,Delaware,Delaware,3/29/22,0,0
469,1223237,Delaware,Delaware,3/30/22,0,0
452,1223237,Delaware,Delaware,3/31/22,0,0
187,1223237,Delaware,Delaware,4/1/22,0,0
116,1223237,Delaware,Delaware,4/2/22,0,0
250,1223237,Delaware,Delaware,4/3/22,0,0
449,1223237,Delaware,Delaware,4/4/22,0,0
270,1223237,Delaware,Delaware,4/5/22,0,0
199,1223237,Delaware,Delaware,4/6/22,0,0
153,1223237,Delaware,Delaware,4/7/22,0,0
72,1223237,Delaware,Delaware,4/8/22,0,0
119,1223237,Delaware,Delaware,4/9/22,0,0
82,1223237,Delaware,Delaware,4/10/22,0,0
328,1223237,Delaware,Delaware,4/11/22,0,0
281,1223237,Delaware,Delaware,4/12/22,0,0
248,1223237,Delaware,Delaware,4/13/22,0,0
118,1223237,Delaware,Delaware,4/14/22,0,0
212,1223237,Delaware,Delaware,4/15/22,0,0
79,1223237,Delaware,Delaware,4/16/22,0,0
174,1223237,Delaware,Delaware,4/17/22,0,0
451,1223237,Delaware,Delaware,4/18/22,0,0
380,1223237,Delaware,Delaware,4/19/22,0,0
312,1223237,Delaware,Delaware,4/20/22,0,0
324,1223237,Delaware,Delaware,4/21/22,0,0
229,1223237,Delaware,Delaware,4/22/22,0,0
320,1223237,Delaware,Delaware,4/23/22,0,0
273,1223237,Delaware,Delaware,4/24/22,0,0
508,1223237,Delaware,Delaware,4/25/22,0,0
485,1223237,Delaware,Delaware,4/26/22,0,0
427,1223237,Delaware,Delaware,4/27/22,0,0
352,1223237,Delaware,Delaware,4/28/22,0,0
345,1223237,Delaware,Delaware,4/29/22,0,0
344,1223237,Delaware,Delaware,4/30/22,0,0
237,1223237,Delaware,Delaware,5/1/22,1,0
336,1223237,Delaware,Delaware,5/2/22,1,0
373,1223237,Delaware,Delaware,5/3/22,1,0
274,1223237,Delaware,Delaware,5/4/22,1,0
242,1223237,Delaware,Delaware,5/5/22,1,0
275,1223237,Delaware,Delaware,5/6/22,1,0
142,1223237,Delaware,Delaware,5/7/22,1,0
259,1223237,Delaware,Delaware,5/8/22,1,0
388,1223237,Delaware,Delaware,5/9/22,1,0
321,1223237,Delaware,Delaware,5/10/22,1,0
150,1223237,Delaware,Delaware,5/11/22,1,0
285,1223237,Delaware,Delaware,5/12/22,1,0
275,1223237,Delaware,Delaware,5/13/22,1,0
115,1223237,Delaware,Delaware,5/14/22,1,0
253,1223237,Delaware,Delaware,5/15/22,1,0
418,1223237,Delaware,Delaware,5/16/22,1,0
434,1223237,Delaware,Delaware,5/17/22,1,0
177,1223237,Delaware,Delaware,5/18/22,1,0
366,1223237,Delaware,Delaware,5/19/22,1,0
330,1223237,Delaware,Delaware,5/20/22,1,0
290,1223237,Delaware,Delaware,5/21/22,1,0
285,1223237,Delaware,Delaware,5/22/22,1,0
394,1223237,Delaware,Delaware,5/23/22,1,0
460,1223237,Delaware,Delaware,5/24/22,1,0
478,1223237,Delaware,Delaware,5/25/22,1,0
373,1223237,Delaware,Delaware,5/26/22,1,0
362,1223237,Delaware,Delaware,5/27/22,1,0
306,1223237,Delaware,Delaware,5/28/22,1,0
284,1223237,Delaware,Delaware,5/29/22,1,0
557,1223237,Delaware,Delaware,5/30/22,1,0
576,1223237,Delaware,Delaware,5/31/22,1,0
376,1223237,Delaware,Delaware,6/1/22,1,0
389,1223237,Delaware,Delaware,6/2/22,1,0
